Trial_Id,Acronym,Sponsor,Hospital,Ciudad
166,PROPEL,Nektar Therapeutics,Hospital Universitario Y Politecnico La Fe,València
375,ADRIATIC,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
210,GO39733,"Genentech, Inc.",Clinica Universidad de Navarra,Pamplona
889,B7461027,Pfizer,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Y Politecnico La Fe,València
172,XL184-021,Exelixis,Hospital Universitario La Paz,Madrid
0,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
945,1948-CL-0101,Astellas,Hospital Universitari Arnau de Vilanova de Lleida,Lleida
953,1801,Actuate Therapeutics Inc.,Hospital Clinico Universitario de Valencia,València
255,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
174,SPARTA,Apollomics Inc.,Hospital Universitario Virgen del Rocio,Sevilla
816,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
754,CC-90011-ST-002,Celgene,Consorcio Hospital General Universitario de Valencia,València
628,NP41300,Hoffmann-La Roche,Hospital del Mar,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital de Mataro,Mataró
0,HUDSON,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
847,SKYSCRAPER-06,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
908,ZEAL-1L,Glaxosmithkline,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitario de Jerez de La Frontera,Jerez de la Frontera
1361,XMT-1536-1,Mersana Therapeutics,Hospital Universitario de Jaen,Jaén
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1113,8374-CL-0101,Astellas,Hospital Clinico Universitario de Valencia,València
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitari Son Espases,Palma
125,CLXH254X2102,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
92,GO30103,,Hospital Clinico Universitario de Valencia,València
762,SGNB6A-001,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",Hospital Universitario Marques de Valdecilla,Santander
0,COMPEL,Astrazeneca,Hospital Universitario Central de Asturias,Oviedo
982,DESTINY-LUNG02,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
437,AEGEAN,Astrazeneca,Clinica Universidad de Navarra,Pamplona
0,BP41628,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
499,GCT1046-01,Genmab,Hospital Universitario Regional de Malaga,Málaga
0,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,DESTINY-LUNG02,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
0,DESTINY-LUNG02,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Hospital Universitario Hm Sanchinarro,Madrid
1830,EZH-108,"Epizyme, Inc.",Hospital Universitario Hm Sanchinarro,Madrid
139,ARROW,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
816,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
588,CR108656,Janssen,Hospital Universitario Hm Sanchinarro,Madrid
842,TAPISTRY,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
345,TACTI-002,Immutep S.A.S.,Hospital Universitario Hm Sanchinarro,Madrid
588,CR108656,Janssen,Hospital Universitario Fundacion Jimenez Diaz,Madrid
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
92,GO30103,,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
125,CLXH254X2102,Novartis Pharmaceuticals,Clinica Universidad de Navarra,Pamplona
1013,KRYSTAL-12,Mirati Therapeutics Inc.,Clinica Universidad de Navarra,Madrid
172,XL184-021,Exelixis,Hospital Universitari Vall D'Hebron,Barcelona
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
686,CUBIK,Grupo Español De Cáncer De Pulmón,Hospital Universitari Son Espases,Palma
824,PAPILLON,Janssen,Clinica Universidad de Navarra,Pamplona
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
262,ALERT-lung,European Thoracic Oncology Platform,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Instituto Oncológico Rosell,Barcelona
0,ADRIATIC,Astrazeneca,Hospital del Mar,Barcelona
0,TROPION-Lung02,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
345,TACTI-002,Immutep S.A.S.,Hospital Universitario Hm Sanchinarro,Madrid
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Regional de Malaga,Málaga
620,TAK-788-3001,"Millennium Pharmaceuticals, Inc.",Complexo Hospitalario Universitario A Coruña,A Coruña
908,ZEAL-1L,Glaxosmithkline,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Instituto Oncológico Rosell,Barcelona
175,B-FAST,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
971,TROPION-Lung02,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
865,TROPION-Lung05,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
996,TAZMAN,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
945,1948-CL-0101,Astellas,Hospital de La Santa Creu i Sant Pau,Barcelona
92,GO30103,,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
172,XL184-021,Exelixis,Hospital Universitario Central de Asturias,Oviedo
887,DUART,Astrazeneca,Hospital de Sabadell - Parc Taulí,Sabadell
0,MAGELLAN,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
865,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitario Regional de Malaga,Málaga
569,ADP-0055-001,Adaptimmune,Clinica Universidad de Navarra,Pamplona
98,AMBER,"Tesaro, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
0,TROPION-LUNG01,Astrazeneca,Consorcio Hospital General Universitario de Valencia,València
308,CNZV930X2101,Novartis Pharmaceuticals,Hospital Clinico Universitario de Valencia,València
0,MO41552,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitari Vall D'Hebron,Barcelona
1035,GCT1042-01,Genmab,Hospital Universitario Hm Sanchinarro,Madrid
92,GO30103,,Hospital Universitario Regional de Malaga,Málaga
53,NAVIGATE,Bayer,Consorcio Hospital General Universitario de Valencia,València
124,LUNAR,Novocure Ltd.,Hospital Universitari Arnau de Vilanova de Lleida,Lleida
0,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
1035,GCT1042-01,Genmab,Hospital MD Anderson Cancer Center Madrid,Madrid
0,D9570C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario Virgen de Valme,Sevilla
345,TACTI-002,Immutep S.A.S.,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital General Universitario de Elche,Elche
1531,MARIPOSA-2,Janssen,Complexo Hospitalario Universitario A Coruña,A Coruña
569,ADP-0055-001,Adaptimmune,Hospital Clinico Universitario de Valencia,València
685,AcceleRET-Lung,Hoffmann-La Roche,Hospital Clinic de Barcelona,Barcelona
588,CR108656,Janssen,Hospital General Universitario Gregorio Marañon,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital 9 de Octubre,València
0,CONTACT-01,Hoffmann-La Roche,Hospital Arnau de Vilanova,València
0,CHRYSALIS,Janssen,Hospital Universitario Marques de Valdecilla,Santander
1108,TOTEM,Instituto Oncológico Dr Rosell,Instituto Oncológico Rosell,Barcelona
76,GARNET,"Tesaro, Inc.",Clinica Universidad de Navarra,Pamplona
172,XL184-021,Exelixis,Instituto Oncológico Rosell,Barcelona
0,SAVANNAH,Astrazeneca,Hospital Universitario La Paz,Madrid
945,1948-CL-0101,Astellas,Clinica Universidad de Navarra,Madrid
0,MAGELLAN,Astrazeneca,Hospital del Mar,Barcelona
865,TROPION-Lung05,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
971,TROPION-Lung02,Astrazeneca,Hospital Universitario Hm Sanchinarro,Madrid
875,MERMAID-2,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitario Fundacion Jimenez Diaz,Madrid
889,B7461027,Pfizer,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
765,CARMEN-LC04,Sanofi,Hospital Universitario Clinico San Carlos,Madrid
992,M20-111,Abbvie,Hospital Universitario Regional de Malaga,Málaga
0,DUART,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
0,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitario de La Princesa,Madrid
172,XL184-021,Exelixis,Hospital Universitario Ramon Y Cajal,Madrid
982,DESTINY-LUNG02,Astrazeneca,Clinica Universidad de Navarra,Pamplona
0,NP40435,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",Hospital Universitario Hm Sanchinarro,Madrid
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Virgen del Rocio,Sevilla
1017,APOLO,Grupo Español De Cáncer De Pulmón,Consorcio Hospital General Universitario de Valencia,València
0,MERMAID-2,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
63,MK-3475-158/KEYNOTE-158,Merck Sharp & Dohme Corp.,Hospital Universitario Ramon Y Cajal,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital de Sabadell - Parc Taulí,Sabadell
628,NP41300,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
569,ADP-0055-001,Adaptimmune,Clinica Universidad de Navarra,Pamplona
53,NAVIGATE,Bayer,Hospital Universitari Vall D'Hebron,Barcelona
1018,AdvanTIG-302,Beigene,Hospital Universitario Virgen de Valme,Sevilla
98,AMBER,"Tesaro, Inc.",Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
92,GO30103,,Hospital Universitario Reina Sofia,Córdoba
1035,GCT1042-01,Genmab,Hospital MD Anderson Cancer Center Madrid,Madrid
887,DUART,Astrazeneca,Hospital Universitario Hm Sanchinarro,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitari Son Espases,Palma
765,CARMEN-LC04,Sanofi,Hospital Clinico Universitario Lozano Blesa,Zaragoza
157,1280.18,Boehringer Ingelheim,Hospital Universitari Vall D'Hebron,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Miguel Servet,Zaragoza
499,GCT1046-01,Genmab,Clinica Universidad de Navarra,Pamplona
172,XL184-021,Exelixis,Hospital de La Santa Creu i Sant Pau,Barcelona
1531,MARIPOSA-2,Janssen,Hospital Universitario La Paz,Madrid
353,rHuPH20,Bristol-Myers Squibb,Hospital General Universitario Gregorio Marañon,Madrid
92,GO30103,,Hospital Universitario Clinico San Carlos,Madrid
494,SAPPHIRE,Mirati Therapeutics Inc.,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
0,MARIPOSA,Janssen,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitario La Paz,Madrid
588,CR108656,Janssen,Hospital Universitario 12 de Octubre,Madrid
1017,APOLO,Grupo Español De Cáncer De Pulmón,Complexo Hospitalario Universitario A Coruña,A Coruña
168,IMbrella A,Hoffmann-La Roche,Hospital de La Santa Creu i Sant Pau,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitari Vall D'Hebron,Barcelona
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,COMPEL,Astrazeneca,Hospital Universitario Clinico San Carlos,Madrid
734,SKYSCRAPER-01,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario de Canarias,San Cristóbal de La Laguna
992,M20-111,Abbvie,Hospital Universitario Regional de Malaga,Málaga
889,B7461027,Pfizer,Hospital Universitario Regional de Malaga,Málaga
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
1508,D9570C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
451,FIGHT-207,Incyte Corporation,Clinica Universidad de Navarra,Pamplona
423,SAVANNAH,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
1882,TED13751,Sanofi,Hospital Universitari Vall D'Hebron,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
125,CLXH254X2102,Novartis Pharmaceuticals,Clinica Universidad de Navarra,Pamplona
0,TROPION-LUNG01,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
0,STARTRK-2,Hoffmann-La Roche,Hospital Carlos III,Madrid
0,AEGEAN,Astrazeneca,Hospital General Universitario de Alicante,Alicante
591,RAGNAR,Janssen,Hospital Universitario Virgen del Rocio,Sevilla
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
0,D9950C00001,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
569,ADP-0055-001,Adaptimmune,Clinica Universidad de Navarra,Madrid
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
896,NeoADAURA,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
639,CARMEN-LC03,Sanofi,Hospital Universitario Regional de Malaga,Málaga
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Consorcio Hospital General Universitario de Valencia,València
801,MARIPOSA,Janssen,Complexo Hospitalario Universitario A Coruña,A Coruña
520,CHESS,Astrazeneca,Hospital Universitario Virgen de Las Nieves,Granada
177,BGBC008,Bergenbio Asa,Hospital del Mar,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario Donostia,Donostia-San Sebastián
1032,CDKY709A12101C,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
591,RAGNAR,Janssen,Instituto Oncológico Rosell,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Virgen Macarena,Sevilla
628,NP41300,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,B-FAST,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,MARIPOSA-2,Janssen,Hospital Universitario Virgen del Rocio,Sevilla
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario 12 de Octubre,Madrid
166,PROPEL,Nektar Therapeutics,Hospital Universitario Y Politecnico La Fe,València
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1361,XMT-1536-1,Mersana Therapeutics,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
1018,AdvanTIG-302,Beigene,Hospital Universitario Y Politecnico La Fe,València
1015,DDRiver SCLC 250,"Emd Serono Research & Development Institute, Inc.",Hospital Clinic de Barcelona,Barcelona
293,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
1035,GCT1042-01,Genmab,Clinica Universidad de Navarra,Pamplona
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario Central de Asturias,Oviedo
0,RAGNAR,Janssen,Hospital Universitario 12 de Octubre,Madrid
671,LIBRETTO-431,"Loxo Oncology, Inc.",Hospital Universitari Son Espases,Palma
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital Universitario Fundacion Jimenez Diaz,Madrid
255,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
945,1948-CL-0101,Astellas,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
945,1948-CL-0101,Astellas,Hospital Universitario Hm Sanchinarro,Madrid
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
6,CLGK974X2101,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
1361,XMT-1536-1,Mersana Therapeutics,Hospital Clinico Universitario Virgen de La Arrixaca,Murcia
1086,MYCure,Peptomyc S.L.,Hospital Universitari Vall D'Hebron,Barcelona
0,IMbrella A,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
0,TAPISTRY,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1531,MARIPOSA-2,Janssen,Hospital Universitario Hm Sanchinarro,Madrid
591,RAGNAR,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
556,CheckMate73L,Bristol-Myers Squibb,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
497,PHAROS,Pfizer,Hospital Universitario Regional de Malaga,Málaga
0,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
1025,HUDSON,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
639,CARMEN-LC03,Sanofi,Clinica Universidad de Navarra,Pamplona
1112,MK-3475-B99/ KEYNOTE-B99,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
0,ADRIATIC,Astrazeneca,Hospital Universitario Central de Asturias,Oviedo
685,AcceleRET-Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
175,B-FAST,Hoffmann-La Roche,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
454,PACIFIC-4,Astrazeneca,Hospital Universitario Ramon Y Cajal,Madrid
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
446,MAGELLAN,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital General Universitario de Elche,Elche
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Y Politecnico La Fe,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital MD Anderson Cancer Center Madrid,Madrid
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
0,CHESS,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
0,BP41628,Hoffmann-La Roche,Hospital del Mar,Barcelona
1008,GO42501,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
174,SPARTA,Apollomics Inc.,Fundacion Instituto Valenciano de Oncologia,València
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
19,SUMMIT,"Puma Biotechnology, Inc.",Hospital Universitario Clinico San Carlos,Madrid
0,LAURA,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
0,SKYSCRAPER-06,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
1422,INCB 106385-102,Incyte Corporation,Clinica Universidad de Navarra,Pamplona
375,ADRIATIC,Astrazeneca,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
392,BP40657,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1016,KEYMAKER-U01,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1813,RBN-2397-19-001,"Ribon Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario La Paz,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
0,PAPILLON,Janssen,Hospital General Universitario Gregorio Marañon,Madrid
754,CC-90011-ST-002,Celgene,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
884,POD1UM-203,Incyte Corporation,Hospital Universitari Vall D'Hebron,Barcelona
19,SUMMIT,"Puma Biotechnology, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
569,ADP-0055-001,Adaptimmune,Hospital Clinico Universitario de Valencia,València
0,MARIPOSA,Janssen,Complexo Hospitalario Universitario A Coruña,A Coruña
0,MARIPOSA-2,Janssen,Hospital Universitario Regional de Malaga,Málaga
0,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
409,BEAT-meso,European Thoracic Oncology Platform,Hospital General Universitario de Alicante,Alicante
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario Fundacion Jimenez Diaz,Madrid
267,ALINA,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
353,rHuPH20,Bristol-Myers Squibb,Hospital Universitario Regional de Malaga,Málaga
345,TACTI-002,Immutep S.A.S.,Hospital Universitario Hm Sanchinarro,Madrid
92,GO30103,,Hospital Universitario Regional de Malaga,Málaga
971,TROPION-Lung02,Astrazeneca,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,MARIPOSA,Janssen,Consorcio Hospital General Universitario de Valencia,València
0,D9950C00001,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
0,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital General Universitario de Alicante,Alicante
345,TACTI-002,Immutep S.A.S.,Complexo Hospitalario Universitario de Lugo,Lugo
1009,COSTAR Lung,Glaxosmithkline,Hospital Clinic de Barcelona,Barcelona
887,DUART,Astrazeneca,Complejo Hospitalario de Navarra,Pamplona
522,CANOPY-N,Novartis Pharmaceuticals,Complexo Hospitalario Universitario A Coruña,A Coruña
0,COMPEL,Astrazeneca,Hospital de Leon - Complejo Asistencial Universitario de Leon,León
887,DUART,Astrazeneca,Hospital Universitario Clinico San Carlos,Madrid
470,ARRAY-818-103,Pfizer,Hospital Universitari Arnau de Vilanova de Lleida,Lleida
786,GO42144,"Genentech, Inc.",Hospital Universitario Fundacion Jimenez Diaz,Madrid
686,CUBIK,Grupo Español De Cáncer De Pulmón,Hospital General Universitario de Alicante,Alicante
865,TROPION-Lung05,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
665,M19-611,Abbvie,Hospital Universitari Vall D'Hebron,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
591,RAGNAR,Janssen,Hospital Universitario 12 de Octubre,Madrid
884,POD1UM-203,Incyte Corporation,Hospital de La Santa Creu i Sant Pau,Barcelona
892,PERLA,Glaxosmithkline,Hospital Universitario Regional de Malaga,Málaga
179,TCD14678,Sanofi,Hospital del Mar,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Complexo Hospitalario Universitario de Lugo,Lugo
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
485,M19-037,Abbvie,Hospital Universitario Regional de Malaga,Málaga
532,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,Hospital Universitario 12 de Octubre,Madrid
1109,Sotorasib,Amgen,Hospital Clinico Universitario de Valencia,València
865,TROPION-Lung05,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
0,PAPILLON,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario Fundacion Jimenez Diaz,Madrid
282,innovaTV 207,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
377,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1865,ACT16849,Sanofi,Hospital de Sabadell - Parc Taulí,Sabadell
0,B-FAST,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
0,AcceleRET-Lung,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
873,KEYLYNK-013,Merck Sharp & Dohme Corp.,Hospital Universitario Regional de Malaga,Málaga
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
0,MAGELLAN,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
