trial_id,acronym,sponsor,hospital
92.0,GO30103,,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
172.0,XL184-021,Exelixis,"Hospital Universitario Central De Asturias, Oviedo"
887.0,DUART,ASTRAZENECA,"Hospital De Sabadell - Parc Taulí, Sabadell"
,MAGELLAN,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Ramon Y Cajal, Madrid"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
1108.0,TOTEM,Instituto Oncológico Dr Rosell,"Hospital Universitario Regional De Malaga, Málaga"
569.0,ADP-0055-001,Adaptimmune,"Clinica Universidad De Navarra, Pamplona/Iruña"
98.0,AMBER,"Tesaro, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
,TROPION-LUNG01,AstraZeneca,"Consorcio Hospital General Universitario De Valencia, València"
308.0,CNZV930X2101,Novartis Pharmaceuticals,"Hospital Clinico Universitario De Valencia, València"
,MO41552,Hoffmann-La Roche,"Hospital Universitario Regional De Malaga, Málaga"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Vall D'Hebron, Barcelona"
1035.0,GCT1042-01,Genmab,"Hospital Universitario Hm Sanchinarro, Madrid"
92.0,GO30103,,"Hospital Universitario Regional De Malaga, Málaga"
53.0,NAVIGATE,Bayer,"Consorcio Hospital General Universitario De Valencia, València"
124.0,LUNAR,NovoCure Ltd.,"Hospital Universitari Arnau De Vilanova De Lleida, Lleida"
,TAPISTRY,Hoffmann-La Roche,"Clinica Universidad De Navarra, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
1035.0,GCT1042-01,Genmab,"Hospital MD Anderson Cancer Center Madrid, Madrid"
,D9570C00001,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
,SKYSCRAPER-03,Hoffmann-La Roche,"Hospital Universitario Virgen De Valme, Sevilla"
345.0,TACTI-002,Immutep S.A.S.,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital General Universitario De Elche, Elche/Elx"
1531.0,MARIPOSA-2,JANSSEN,"Complexo Hospitalario Universitario A Coruña, A Coruña"
569.0,ADP-0055-001,Adaptimmune,"Hospital Clinico Universitario De Valencia, València"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Hospital Clinic De Barcelona, Barcelona"
588.0,CR108656,JANSSEN,"Hospital General Universitario Gregorio Marañon, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitario Virgen Macarena, Sevilla"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital 9 De Octubre, València"
,CONTACT-01,Hoffmann-La Roche,"Hospital Arnau De Vilanova, València"
,CHRYSALIS,Janssen,"Hospital Universitario Marques De Valdecilla, Santander"
1108.0,TOTEM,Instituto Oncológico Dr Rosell,"Instituto Oncológico Rosell, Barcelona"
76.0,GARNET,"Tesaro, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
172.0,XL184-021,Exelixis,"Instituto Oncológico Rosell, Barcelona"
,SAVANNAH,AstraZeneca,"Hospital Universitario La Paz, Madrid"
945.0,1948-CL-0101,Astellas,"Clinica Universidad De Navarra, Madrid"
,MAGELLAN,AstraZeneca,"Hospital Del Mar, Barcelona"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitario Hm Sanchinarro, Madrid"
875.0,MERMAID-2,ASTRAZENECA,"Hospital De La Santa Creu i Sant Pau, Barcelona"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
889.0,B7461027,Pfizer,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
765.0,CARMEN-LC04,Sanofi,"Hospital Universitario Clinico San Carlos, Madrid"
992.0,M20-111,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
,DUART,AstraZeneca,"Hospital General Universitario Gregorio Marañon, Madrid"
,Morpheus Lung,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
1108.0,TOTEM,Instituto Oncológico Dr Rosell,"Hospital Universitario De La Princesa, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario Ramon Y Cajal, Madrid"
982.0,DESTINY-LUNG02,ASTRAZENECA,"Clinica Universidad De Navarra, Pamplona/Iruña"
,NP40435,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
348.0,IOV-COM-202,"Iovance Biotherapeutics, Inc.","Hospital Universitario Hm Sanchinarro, Madrid"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitario Virgen Del Rocio, Sevilla"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Consorcio Hospital General Universitario De Valencia, València"
,MERMAID-2,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Universitario Virgen Macarena, Sevilla"
63.0,MK-3475-158/KEYNOTE-158,Merck Sharp & Dohme Corp.,"Hospital Universitario Ramon Y Cajal, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital De Sabadell - Parc Taulí, Sabadell"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
569.0,ADP-0055-001,Adaptimmune,"Clinica Universidad De Navarra, Pamplona/Iruña"
53.0,NAVIGATE,Bayer,"Hospital Universitari Vall D'Hebron, Barcelona"
1018.0,AdvanTIG-302,BeiGene,"Hospital Universitario Virgen De Valme, Sevilla"
98.0,AMBER,"Tesaro, Inc.","Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Clinico San Carlos, Madrid"
92.0,GO30103,,"Hospital Universitario Reina Sofia, Córdoba"
1035.0,GCT1042-01,Genmab,"Hospital MD Anderson Cancer Center Madrid, Madrid"
887.0,DUART,ASTRAZENECA,"Hospital Universitario Hm Sanchinarro, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario La Paz, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitari Son Espases, Palma"
765.0,CARMEN-LC04,Sanofi,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
157.0,1280.18,Boehringer Ingelheim,"Hospital Universitari Vall D'Hebron, Barcelona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Miguel Servet, Zaragoza"
499.0,GCT1046-01,Genmab,"Clinica Universidad De Navarra, Pamplona/Iruña"
172.0,XL184-021,Exelixis,"Hospital De La Santa Creu i Sant Pau, Barcelona"
1531.0,MARIPOSA-2,JANSSEN,"Hospital Universitario La Paz, Madrid"
353.0,rHuPH20,Bristol-Myers Squibb,"Hospital General Universitario Gregorio Marañon, Madrid"
92.0,GO30103,,"Hospital Universitario Clinico San Carlos, Madrid"
494.0,SAPPHIRE,Mirati Therapeutics Inc.,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
,MARIPOSA,Janssen,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
1009.0,COSTAR Lung,GlaxoSmithKline,"Hospital Universitario La Paz, Madrid"
588.0,CR108656,JANSSEN,"Hospital Universitario 12 De Octubre, Madrid"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Complexo Hospitalario Universitario A Coruña, A Coruña"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital De La Santa Creu i Sant Pau, Barcelona"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitari Vall D'Hebron, Barcelona"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
,COMPEL,AstraZeneca,"Hospital Universitario Clinico San Carlos, Madrid"
734.0,SKYSCRAPER-01,HOFFMANN-LA ROCHE,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario De Canarias, San Cristóbal de La Laguna"
992.0,M20-111,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
889.0,B7461027,Pfizer,"Hospital Universitario Regional De Malaga, Málaga"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
1508.0,D9570C00001,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
451.0,FIGHT-207,Incyte Corporation,"Clinica Universidad De Navarra, Pamplona/Iruña"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
1882.0,TED13751,Sanofi,"Hospital Universitari Vall D'Hebron, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
125.0,CLXH254X2102,Novartis Pharmaceuticals,"Clinica Universidad De Navarra, Pamplona/Iruña"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitario Virgen Macarena, Sevilla"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
,STARTRK-2,Hoffmann-La Roche,"Hospital Carlos III, Madrid"
,AEGEAN,AstraZeneca,"Hospital General Universitario De Alicante, Alicante/Alacant"
591.0,RAGNAR,JANSSEN,"Hospital Universitario Virgen Del Rocio, Sevilla"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario 12 De Octubre, Madrid"
,D9950C00001,AstraZeneca,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
569.0,ADP-0055-001,Adaptimmune,"Clinica Universidad De Navarra, Madrid"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
896.0,NeoADAURA,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Regional De Malaga, Málaga"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Consorcio Hospital General Universitario De Valencia, València"
801.0,MARIPOSA,JANSSEN,"Complexo Hospitalario Universitario A Coruña, A Coruña"
520.0,CHESS,ASTRAZENECA,"Hospital Universitario Virgen De Las Nieves, Granada"
177.0,BGBC008,BerGenBio ASA,"Hospital Del Mar, Barcelona"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario Donostia, Donostia-San Sebastián"
1032.0,CDKY709A12101C,Novartis Pharmaceuticals,"Hospital Universitari Vall D'Hebron, Barcelona"
591.0,RAGNAR,JANSSEN,"Instituto Oncológico Rosell, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Virgen Macarena, Sevilla"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
,B-FAST,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
,MARIPOSA-2,Janssen,"Hospital Universitario Virgen Del Rocio, Sevilla"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Hospital Universitario 12 De Octubre, Madrid"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitario Y Politecnico La Fe, València"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1361.0,XMT-1536-1,Mersana Therapeutics,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
1018.0,AdvanTIG-302,BeiGene,"Hospital Universitario Y Politecnico La Fe, València"
1015.0,DDRiver SCLC 250,"EMD Serono Research & Development Institute, Inc.","Hospital Clinic De Barcelona, Barcelona"
293.0,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
1035.0,GCT1042-01,Genmab,"Clinica Universidad De Navarra, Pamplona/Iruña"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Central De Asturias, Oviedo"
,RAGNAR,Janssen,"Hospital Universitario 12 De Octubre, Madrid"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","Hospital Universitari Son Espases, Palma"
154.0,TRIDENT-1,"Turning Point Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
255.0,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
945.0,1948-CL-0101,Astellas,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
945.0,1948-CL-0101,Astellas,"Hospital Universitario Hm Sanchinarro, Madrid"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Virgen Del Rocio, Sevilla"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
6.0,CLGK974X2101,Novartis Pharmaceuticals,"Hospital Universitari Vall D'Hebron, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
1361.0,XMT-1536-1,Mersana Therapeutics,"Hospital Clinico Universitario Virgen De La Arrixaca, Murcia"
1086.0,MYCure,Peptomyc S.L.,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMbrella A,Hoffmann-La Roche,"Hospital Clinico Universitario De Valencia, València"
,TAPISTRY,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
1531.0,MARIPOSA-2,JANSSEN,"Hospital Universitario Hm Sanchinarro, Madrid"
591.0,RAGNAR,JANSSEN,"Hospital Universitari Vall D'Hebron, Barcelona"
556.0,CheckMate73L,Bristol-Myers Squibb,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
497.0,PHAROS,Pfizer,"Hospital Universitario Regional De Malaga, Málaga"
,TAPISTRY,Hoffmann-La Roche,"Clinica Universidad De Navarra, Madrid"
1025.0,HUDSON,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
,TROPION-Lung05,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
639.0,CARMEN-LC03,Sanofi,"Clinica Universidad De Navarra, Pamplona/Iruña"
1112.0,MK-3475-B99/ KEYNOTE-B99,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
,ADRIATIC,AstraZeneca,"Hospital Universitario Central De Asturias, Oviedo"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Hospital Universitario La Paz, Madrid"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Universitario Ramon Y Cajal, Madrid"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Ramon Y Cajal, Madrid"
446.0,MAGELLAN,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital General Universitario De Elche, Elche/Elx"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Y Politecnico La Fe, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital MD Anderson Cancer Center Madrid, Madrid"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
,CHESS,AstraZeneca,"Hospital Universitario Y Politecnico La Fe, València"
,BP41628,Hoffmann-La Roche,"Hospital Del Mar, Barcelona"
1008.0,GO42501,HOFFMANN-LA ROCHE,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
174.0,SPARTA,Apollomics Inc.,"Fundacion Instituto Valenciano De Oncologia, València"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
19.0,SUMMIT,"Puma Biotechnology, Inc.","Hospital Universitario Clinico San Carlos, Madrid"
,LAURA,AstraZeneca,"Hospital Universitario Y Politecnico La Fe, València"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
,SKYSCRAPER-06,Hoffmann-La Roche,"Hospital Universitario La Paz, Madrid"
1422.0,INCB 106385-102,Incyte Corporation,"Clinica Universidad De Navarra, Pamplona/Iruña"
375.0,ADRIATIC,ASTRAZENECA,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
392.0,BP40657,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
1016.0,KEYMAKER-U01,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1813.0,RBN-2397-19-001,"Ribon Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Hospital Universitario La Paz, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
,PAPILLON,Janssen,"Hospital General Universitario Gregorio Marañon, Madrid"
754.0,CC-90011-ST-002,Celgene,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
884.0,POD1UM-203,Incyte Corporation,"Hospital Universitari Vall D'Hebron, Barcelona"
19.0,SUMMIT,"Puma Biotechnology, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
569.0,ADP-0055-001,Adaptimmune,"Hospital Clinico Universitario De Valencia, València"
,MARIPOSA,Janssen,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,MARIPOSA-2,Janssen,"Hospital Universitario Regional De Malaga, Málaga"
,SKYSCRAPER-03,Hoffmann-La Roche,"Hospital Universitario Clinico San Carlos, Madrid"
409.0,BEAT-meso,European Thoracic Oncology Platform,"Hospital General Universitario De Alicante, Alicante/Alacant"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
267.0,ALINA,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
353.0,rHuPH20,Bristol-Myers Squibb,"Hospital Universitario Regional De Malaga, Málaga"
345.0,TACTI-002,Immutep S.A.S.,"Hospital Universitario Hm Sanchinarro, Madrid"
92.0,GO30103,,"Hospital Universitario Regional De Malaga, Málaga"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
,MARIPOSA,Janssen,"Consorcio Hospital General Universitario De Valencia, València"
,D9950C00001,AstraZeneca,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
,TROPION-Lung05,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
,TROPION-Lung05,AstraZeneca,"Hospital General Universitario De Alicante, Alicante/Alacant"
345.0,TACTI-002,Immutep S.A.S.,"Complexo Hospitalario Universitario De Lugo, Lugo"
1009.0,COSTAR Lung,GlaxoSmithKline,"Hospital Clinic De Barcelona, Barcelona"
887.0,DUART,ASTRAZENECA,"Complejo Hospitalario De Navarra, Pamplona/Iruña"
522.0,CANOPY-N,Novartis Pharmaceuticals,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,COMPEL,AstraZeneca,"Hospital De Leon - Complejo Asistencial Universitario De Leon, León"
887.0,DUART,ASTRAZENECA,"Hospital Universitario Clinico San Carlos, Madrid"
470.0,ARRAY-818-103,Pfizer,"Hospital Universitari Arnau De Vilanova De Lleida, Lleida"
786.0,GO42144,"Genentech, Inc.","Hospital Universitario Fundacion Jimenez Diaz, Madrid"
686.0,CUBIK,Grupo Español de Cáncer de Pulmón,"Hospital General Universitario De Alicante, Alicante/Alacant"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
665.0,M19-611,AbbVie,"Hospital Universitari Vall D'Hebron, Barcelona"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
591.0,RAGNAR,JANSSEN,"Hospital Universitario 12 De Octubre, Madrid"
884.0,POD1UM-203,Incyte Corporation,"Hospital De La Santa Creu i Sant Pau, Barcelona"
892.0,PERLA,GlaxoSmithKline,"Hospital Universitario Regional De Malaga, Málaga"
179.0,TCD14678,Sanofi,"Hospital Del Mar, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Complexo Hospitalario Universitario De Lugo, Lugo"
,Morpheus Lung,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
348.0,IOV-COM-202,"Iovance Biotherapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
485.0,M19-037,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Universitario 12 De Octubre, Madrid"
1109.0,Sotorasib,Amgen,"Hospital Clinico Universitario De Valencia, València"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Clinic De Barcelona, Barcelona"
,PAPILLON,Janssen,"Hospital Universitari Vall D'Hebron, Barcelona"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
282.0,innovaTV 207,Seagen Inc.,"Hospital Universitari Vall D'Hebron, Barcelona"
377.0,NP40435,HOFFMANN-LA ROCHE,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1865.0,ACT16849,Sanofi,"Hospital De Sabadell - Parc Taulí, Sabadell"
,B-FAST,Hoffmann-La Roche,"Hospital General Universitario Gregorio Marañon, Madrid"
,AcceleRET-Lung,Hoffmann-La Roche,"Complexo Hospitalario Universitario A Coruña, A Coruña"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
873.0,KEYLYNK-013,Merck Sharp & Dohme Corp.,"Hospital Universitario Regional De Malaga, Málaga"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Ramon Y Cajal, Madrid"
,MAGELLAN,AstraZeneca,"Hospital De La Santa Creu i Sant Pau, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Virgen Macarena, Sevilla"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
908.0,ZEAL-1L,GlaxoSmithKline,"Hospital Universitario La Paz, Madrid"
620.0,TAK-788-3001,"Millennium Pharmaceuticals, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario De Canarias, San Cristóbal de La Laguna"
887.0,DUART,ASTRAZENECA,"Hospital Universitario Virgen Del Rocio, Sevilla"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Virgen Macarena, Sevilla"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
665.0,M19-611,AbbVie,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
,MERMAID-2,AstraZeneca,"Hospital Son Llatzer, Palma"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Clinico Universitario De Valencia, València"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario Ramon Y Cajal, Madrid"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Infanta Leonor, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Consorcio Hospital General Universitario De Valencia, València"
892.0,PERLA,GlaxoSmithKline,"Hospital Universitario De Jaen, Jaén"
76.0,GARNET,"Tesaro, Inc.","Hospital Universitario Regional De Malaga, Málaga"
296.0,LAURA,ASTRAZENECA,"Hospital Universitario Virgen Macarena, Sevilla"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Clinic De Barcelona, Barcelona"
315.0,MK-4830-001,Merck Sharp & Dohme Corp.,"Hospital Universitario Hm Sanchinarro, Madrid"
,SKYSCRAPER-06,Hoffmann-La Roche,"Complexo Hospitalario Universitario A Coruña, A Coruña"
665.0,M19-611,AbbVie,"Hospital Universitario Hm Sanchinarro, Madrid"
765.0,CARMEN-LC04,Sanofi,"Hospital De Sabadell - Parc Taulí, Sabadell"
269.0,C2321001,Pfizer,"Fundacion Onkologikoa Fundazioa, Donostia-San Sebastián"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
,RAGNAR,Janssen,"Hospital Universitari Vall D'Hebron, Barcelona"
740.0,BP41628,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
698.0,ABC-lung,European Thoracic Oncology Platform,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
,COMPEL,AstraZeneca,"Hospital General Universitario De Alicante, Alicante/Alacant"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario De La Princesa, Madrid"
345.0,TACTI-002,Immutep S.A.S.,"Hospital Universitario Regional De Malaga, Málaga"
,IMbrella A,Hoffmann-La Roche,"Hospital General Universitario Gregorio Marañon, Madrid"
302.0,D7980C00001,MedImmune LLC,"Hospital Universitario Regional De Malaga, Málaga"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Universitario De Badajoz, Badajoz"
801.0,MARIPOSA,JANSSEN,"Hospital Universitari Vall D'Hebron, Barcelona"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Regional De Malaga, Málaga"
620.0,TAK-788-3001,"Millennium Pharmaceuticals, Inc.","Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
908.0,ZEAL-1L,GlaxoSmithKline,"Hospital De La Santa Creu i Sant Pau, Barcelona"
1867.0,PM14-A-002-20,PharmaMar,"Hospital Universitario Virgen Del Rocio, Sevilla"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
